customer_id,total_orders,total_items,total_spent,order_id,items,aperitifs,appetizers,entrees,desserts,total,customer_demographic_id,name,email,phone_number,address,city,state,zip_code,credit_card_number,credit_card_expires,credit_card_security_code,credit_card_provider
41,3,18,1620.15,fa578dac-1732-46da-bbb1-006863f383e4,1,Vermouth,Pate,Steak,Cookies,377.88,89d22c16-7a40-4205-bf8e-1bc596946943,Ronald Trujillo,scurtis@example.net,595-874-6038 ext: 41927,57604 Hendrix Lake,Royside,West Virginia,96516,342006493042935,09/32,533,JCB
41,3,18,1620.15,3f1a4876-c485-4968-ad61-68d74973edd2,8,Kir Royale,Caviar,Lobster,Sorbet,757.4,89d22c16-7a40-4205-bf8e-1bc596946943,Ronald Trujillo,scurtis@example.net,595-874-6038 ext: 41927,57604 Hendrix Lake,Royside,West Virginia,96516,342006493042935,09/32,533,JCB
44,1,7,977.32,c68d047f-77e4-4334-a701-6469f4ab2cb3,7,Aperol Spritz,Foie Gras,Pasta,Pudding,977.32,6f1a5569-45db-4e94-9330-c800b48fec21,Nathan Thomas,taylorball@example.com,493-395-4642 ext: 816,993 Clark Union,Lake Elizabeth,Vermont,96746,6592168191862677,01/33,332,Mastercard
46,2,8,1014.5400000000001,74bc97e7-13e0-4483-a591-060776c12e4a,3,Sherry,Foie Gras,Pasta,Tiramisu,786.7,a40c05f9-be39-47d4-9978-7c590e6e0fbf,Jennifer Johnson,carrollerik@example.org,729-325-3020,2794 Martinez Landing,Davidhaven,Kentucky,08603,4738672868729663,05/30,690,JCB
46,2,8,1014.5400000000001,1174f688-3ea5-4362-bda9-7cf33a96b718,5,Kir,Soup,Burger,Sorbet,227.84,a40c05f9-be39-47d4-9978-7c590e6e0fbf,Jennifer Johnson,carrollerik@example.org,729-325-3020,2794 Martinez Landing,Davidhaven,Kentucky,08603,4738672868729663,05/30,690,JCB
47,2,12,1051.97,7b7b1cea-b7d5-49b5-b5c6-e57c4d5d5fb9,9,Bellini,Smoked Salmon,Vegetarian,Cookies,862.28,c8cd82b1-f513-4721-9f33-e641218a0c3f,Carol Fernandez,batesamanda@example.org,844-271-9875,1149 Jeremy Islands,Brownshire,Delaware,22456,6567432433169379,08/32,250,JCB
47,2,12,1051.97,337869e8-3076-42b5-9ed3-7431bd23d945,3,Kir,Smoked Salmon,Lamb,Tiramisu,189.69,c8cd82b1-f513-4721-9f33-e641218a0c3f,Carol Fernandez,batesamanda@example.org,844-271-9875,1149 Jeremy Islands,Brownshire,Delaware,22456,6567432433169379,08/32,250,JCB
53,2,12,1140.1299999999999,d61ee396-77d6-4b98-a2a2-689287b22f07,8,Bellini,Escargot,Lamb,Creme Brulee,668.42,a9215e24-881c-467f-9371-e490258d53e9,Robert Sawyer,kimberlygonzales@example.com,666-242-6433 ext: 772,5107 Courtney Throughway Apt. 652,Rossview,Kentucky,93709,4156332930177,01/28,517,JCB
53,2,12,1140.1299999999999,94385d26-8927-4378-bf04-f64a95a52ce4,4,Bellini,Charcuterie,Pizza,Cheesecake,471.71,a9215e24-881c-467f-9371-e490258d53e9,Robert Sawyer,kimberlygonzales@example.com,666-242-6433 ext: 772,5107 Courtney Throughway Apt. 652,Rossview,Kentucky,93709,4156332930177,01/28,517,JCB
55,3,18,2179.14,66ebc270-9eed-4395-ac0d-9865b665b996,5,Americano,Smoked Salmon,Burger,Tiramisu,687.87,31bcf529-1711-4404-a9d3-d889ac113f01,Anthony Johnson,patricia44@example.net,434-566-8843 ext: 0219,721 Elizabeth Village Suite 381,East Sean,Montana,93190,4709963937101786820,08/30,9534,VISA
55,3,18,2179.14,69b30b27-33f3-4cc0-a72d-cc88d2bdb7d7,5,Port,Pate,Steak,Ice Cream,753.15,31bcf529-1711-4404-a9d3-d889ac113f01,Anthony Johnson,patricia44@example.net,434-566-8843 ext: 0219,721 Elizabeth Village Suite 381,East Sean,Montana,93190,4709963937101786820,08/30,9534,VISA
55,3,18,2179.14,babe94d9-86a3-4879-aa35-d7ebddb16d08,8,Kir Royale,Smoked Salmon,Vegetarian,Sorbet,738.12,31bcf529-1711-4404-a9d3-d889ac113f01,Anthony Johnson,patricia44@example.net,434-566-8843 ext: 0219,721 Elizabeth Village Suite 381,East Sean,Montana,93190,4709963937101786820,08/30,9534,VISA
57,4,21,3073.0,63eeb5d1-eb43-4bb3-8a7e-243f3ef5ec87,8,Kir Royale,Smoked Salmon,Duck,Chocolate Cake,995.21,13797361-77cb-46ea-9965-7d000d0569e4,Christopher Abbott,carrbrandi@example.com,709-226-2758,0309 Robert Villages Apt. 669,Martinezfurt,Alabama,77355,4413923057259101926,10/33,481,Maestro
57,4,21,3073.0,0a542cb3-4e6d-4433-a32e-288b8c4c4443,5,Champagne,Crudites,Pizza,Creme Brulee,987.75,13797361-77cb-46ea-9965-7d000d0569e4,Christopher Abbott,carrbrandi@example.com,709-226-2758,0309 Robert Villages Apt. 669,Martinezfurt,Alabama,77355,4413923057259101926,10/33,481,Maestro
57,4,21,3073.0,3cfee584-3f3c-4d29-b92d-1480f2137b27,3,Kir,Smoked Salmon,Lamb,Pie,421.48,13797361-77cb-46ea-9965-7d000d0569e4,Christopher Abbott,carrbrandi@example.com,709-226-2758,0309 Robert Villages Apt. 669,Martinezfurt,Alabama,77355,4413923057259101926,10/33,481,Maestro
57,4,21,3073.0,e3da0883-66ec-4adc-a548-be4bf95e8219,5,Bellini,Caviar,Lamb,Tiramisu,668.56,13797361-77cb-46ea-9965-7d000d0569e4,Christopher Abbott,carrbrandi@example.com,709-226-2758,0309 Robert Villages Apt. 669,Martinezfurt,Alabama,77355,4413923057259101926,10/33,481,Maestro
58,1,4,665.94,427634fe-f642-4b76-a6f4-b4d5bcdc7cdb,4,Negroni,Smoked Salmon,Duck,Ice Cream,665.94,e6017a01-f51c-421d-9a15-d2c8f448ebf9,Maureen Scott,susananderson@example.com,457-602-4098 ext: 7030,13490 Villa Ville Apt. 859,Lake Sharonhaven,Massachusetts,38113,30350454116511,01/34,880,JCB
63,1,1,919.87,3bb392b2-7932-4c1a-9502-a58088e9e42e,1,Sherry,Foie Gras,Duck,Cookies,919.87,ed60ea89-a798-4e09-a42d-2e7e0fe71a61,Tina Robertson,houselaura@example.org,470-343-1466 ext: 106,8623 Smith Locks,North Hayleymouth,West Virginia,69779,501853687405,03/31,7006,JCB
64,1,5,783.32,46476d79-d8c0-4971-8f18-b82d481b4ff9,5,Negroni,Escargot,Chicken,Cheesecake,783.32,71e06445-e67f-49cc-96ee-358a2ff7e358,Deborah Morton,nancy65@example.org,670-321-9654 ext: 06597,1560 Patterson Springs Suite 348,Lake Julie,Oklahoma,70676,3594544962226935,06/30,819,VISA
68,1,4,833.03,5082d51d-29bb-47ce-9400-f4ce636fdaba,4,Kir Royale,Cheese Plate,Steak,Sorbet,833.03,edf80d64-3f0d-41d5-bc1d-1a80de3cb987,Richard Kelley,abennett@example.com,897-215-6227,8946 Valerie Causeway,South Jay,Nebraska,06186,378384290290792,09/26,024,Diners Club / Carte Blanche
69,4,24,2294.43,5bc705e3-b370-43c8-9362-00b89e16db4a,7,Port,Soup,Chicken,Chocolate,744.89,8698c6e2-40b2-48a1-97d1-7bc729f646f9,Crystal Wood,sanderson@example.com,493-882-4432 ext: 49952,326 David Centers Suite 704,South Garyfurt,Colorado,88718,675999387185,02/32,883,American Express
69,4,24,2294.43,124d036a-ad8b-45de-a008-5c1370f8daa6,8,Aperol Spritz,Cheese Plate,Duck,Ice Cream,249.28,8698c6e2-40b2-48a1-97d1-7bc729f646f9,Crystal Wood,sanderson@example.com,493-882-4432 ext: 49952,326 David Centers Suite 704,South Garyfurt,Colorado,88718,675999387185,02/32,883,American Express
69,4,24,2294.43,3d673f80-5e21-4433-8015-1238569f25c2,6,Champagne,Smoked Salmon,Pizza,Sorbet,352.77,8698c6e2-40b2-48a1-97d1-7bc729f646f9,Crystal Wood,sanderson@example.com,493-882-4432 ext: 49952,326 David Centers Suite 704,South Garyfurt,Colorado,88718,675999387185,02/32,883,American Express
69,4,24,2294.43,49148d97-06ff-46b3-9fa6-42ee482e5fae,3,Vermouth,Crudites,Lobster,Chocolate,947.49,8698c6e2-40b2-48a1-97d1-7bc729f646f9,Crystal Wood,sanderson@example.com,493-882-4432 ext: 49952,326 David Centers Suite 704,South Garyfurt,Colorado,88718,675999387185,02/32,883,American Express
73,1,1,984.49,1e8fd810-d85a-4a0f-9b37-2e42a1b6afe7,1,Sherry,Caviar,Chicken,Ice Cream,984.49,56b66a0e-c786-4b48-9241-4786ccc161ef,Kelly Kelly,sholmes@example.org,427-731-5344,85822 Monique Plains,West Kristinaland,Nevada,56706,4460055106396517,12/30,015,Maestro
74,2,6,1174.46,f5f20d66-7d71-4233-a065-74d25bd10632,3,Port,Oysters,Vegetarian,Pudding,581.02,bd69db80-c81f-41ad-ac29-411451559dea,Noah Cline,eric73@example.net,478-478-2593,373 Chan Route Suite 854,East Jonathan,Alabama,60663,4783151807770,07/33,4205,VISA
74,2,6,1174.46,d78f4d44-023b-4837-9b0a-295b3cc13241,3,Americano,Soup,Fish,Cookies,593.44,bd69db80-c81f-41ad-ac29-411451559dea,Noah Cline,eric73@example.net,478-478-2593,373 Chan Route Suite 854,East Jonathan,Alabama,60663,4783151807770,07/33,4205,VISA
76,1,8,199.89,4da49bf6-c684-4372-8196-91a90e474878,8,Sherry,Caviar,Steak,Cheesecake,199.89,e3eb387e-050f-4ae4-9085-427094969669,Susan Schmidt,ccooper@example.org,537-497-5099 ext: 735,810 Schmidt Ramp Apt. 472,Brittanyside,Washington,71156,3521504976922604,08/25,272,VISA
78,4,24,3190.5699999999997,5a10c52d-31bc-46bb-a643-7cdf5592bf33,5,Bellini,Charcuterie,Pork,Chocolate,760.98,e4b94c82-6798-49eb-8310-a9eef833c0e9,Anthony Perez,alirichard@example.net,825-686-2431 ext: 931,733 Samantha View Suite 789,Fisherport,Kentucky,97578,676368654122,03/25,760,Maestro
78,4,24,3190.5699999999997,7d829136-3232-457f-8273-b72d91fc1cea,5,Aperol Spritz,Pate,Steak,Chocolate Cake,944.11,e4b94c82-6798-49eb-8310-a9eef833c0e9,Anthony Perez,alirichard@example.net,825-686-2431 ext: 931,733 Samantha View Suite 789,Fisherport,Kentucky,97578,676368654122,03/25,760,Maestro
78,4,24,3190.5699999999997,3a87201c-a693-440b-bba1-8c4ded5e2dce,7,Campari and Soda,Salad,Vegetarian,Tiramisu,554.3,e4b94c82-6798-49eb-8310-a9eef833c0e9,Anthony Perez,alirichard@example.net,825-686-2431 ext: 931,733 Samantha View Suite 789,Fisherport,Kentucky,97578,676368654122,03/25,760,Maestro
78,4,24,3190.5699999999997,a01f0f18-b6a8-4a14-b1d2-f7910e8096f0,7,Kir Royale,Cheese Plate,Pork,Chocolate,931.18,e4b94c82-6798-49eb-8310-a9eef833c0e9,Anthony Perez,alirichard@example.net,825-686-2431 ext: 931,733 Samantha View Suite 789,Fisherport,Kentucky,97578,676368654122,03/25,760,Maestro
80,1,10,862.69,fdee10c0-74ca-484c-a8ff-429e2b1faa54,10,Port,Salad,Vegetarian,Sorbet,862.69,8b5cad29-e900-491c-a5c4-9ed7096ab7d8,Brian Melton,hpetersen@example.net,500-339-7685 ext: 67810,0655 Maldonado Knolls Apt. 838,New Leslieborough,Virginia,46628,3570871484359060,03/25,726,Mastercard
86,1,7,123.45,ae968038-4872-41fb-b343-005d4476aeb6,7,Port,Cheese Plate,Lobster,Sorbet,123.45,b7cd85e8-d3cf-4d9d-8eed-cb7240f18505,David Baker,jeremiahryan@example.com,935-675-0781,3069 Tucker Glens,New Laura,Delaware,10551,4889265697468,07/29,198,Maestro
88,2,13,1578.58,70e32822-e3fa-4c8d-abe7-ca84c66ee3a2,6,Negroni,Crudites,Pasta,Chocolate,963.93,ecc9ce86-6a50-4cd6-8e74-fc4d1d8ed891,Jeremy Smith,joseph21@example.net,272-491-5486,9562 Jessica Via Apt. 446,Melissaton,New Mexico,79299,213170294918994,04/30,650,JCB
88,2,13,1578.58,71e6120b-9bd3-4938-a91f-a349406514e7,7,Kir Royale,Crudites,Lamb,Pudding,614.65,ecc9ce86-6a50-4cd6-8e74-fc4d1d8ed891,Jeremy Smith,joseph21@example.net,272-491-5486,9562 Jessica Via Apt. 446,Melissaton,New Mexico,79299,213170294918994,04/30,650,JCB
89,1,6,106.29,42197ce4-8a5f-4da4-affc-763dcbb664cf,6,Kir Royale,Foie Gras,Fish,Pudding,106.29,a208098d-5745-4fa6-8e86-ef693534c1c2,Sandra Welch,michelle77@example.net,558-416-2058,717 Shelton Via Apt. 907,East Carlashire,Missouri,07054,3553766442311693,08/24,732,JCB
91,1,6,344.63,2e8d6c4e-7350-4b5c-ade9-a558294a8139,6,Campari and Soda,Charcuterie,Lamb,Tiramisu,344.63,74bdcd90-e970-4ddb-9ba6-cfa095a8361b,Robert Brown,christineray@example.org,464-704-3128 ext: 2766,17584 Perez Bypass Suite 787,Port Carlachester,California,70273,4801932330161916698,04/31,208,Diners Club / Carte Blanche
93,1,4,693.89,ca939713-b445-4096-b44b-f9c0ffedf023,4,Campari and Soda,Salad,Pork,Pie,693.89,83bf2a0a-2dc8-44fe-a68e-293b17a80484,David Rodgers,james70@example.org,617-499-9969 ext: 112,499 Lawrence Key Suite 080,Christinaside,Hawaii,76742,3520629008304082,08/26,262,Mastercard
94,2,8,1283.9,d615c432-c40a-4933-ba3a-51be5bcd2eee,5,Champagne,Oysters,Chicken,Chocolate Cake,752.41,fc29c7a3-d59c-486b-8604-8d1d363df829,Victor Morgan,btorres@example.org,685-302-2684,10327 Lopez Courts Suite 542,Kellyside,Nebraska,40860,,,,
94,2,8,1283.9,4363bc36-e11d-447e-9638-d20c675ec3d6,3,Aperol Spritz,Salad,Lamb,Tiramisu,531.49,fc29c7a3-d59c-486b-8604-8d1d363df829,Victor Morgan,btorres@example.org,685-302-2684,10327 Lopez Courts Suite 542,Kellyside,Nebraska,40860,,,,
95,2,11,1330.26,e7de89e2-d8a9-432d-98b6-a30f256baaf7,1,Campari and Soda,Escargot,Lobster,Ice Cream,596.08,a539ee31-3aba-472d-abc1-6c15b192fc6e,Allison Koch,audreysolis@example.org,640-414-7857 ext: 5411,7057 Allison Circles,Brandishire,Oklahoma,07946,4083711256896655701,02/28,264,Diners Club / Carte Blanche
95,2,11,1330.26,3587d480-99a1-4cdd-bc61-6ce92cbce96e,10,Kir Royale,Oysters,Duck,Pie,734.18,a539ee31-3aba-472d-abc1-6c15b192fc6e,Allison Koch,audreysolis@example.org,640-414-7857 ext: 5411,7057 Allison Circles,Brandishire,Oklahoma,07946,4083711256896655701,02/28,264,Diners Club / Carte Blanche
96,2,11,1370.7,52a14a3e-e4c8-48dc-8db3-129c6304fb5d,9,Champagne,Cheese Plate,Chicken,Tiramisu,764.75,e8aac5cc-e39b-4c56-905f-09b0f065f874,Mrs. Jodi Harris DDS,abarry@example.com,847-738-2159 ext: 4478,16718 Chapman Lodge,Aguirretown,Texas,78371,4133580453087812,01/30,810,JCB
96,2,11,1370.7,c596ff52-ba9c-4b41-b386-8b2d2b37e2e2,2,Kir Royale,Oysters,Fish,Cobbler,605.95,e8aac5cc-e39b-4c56-905f-09b0f065f874,Mrs. Jodi Harris DDS,abarry@example.com,847-738-2159 ext: 4478,16718 Chapman Lodge,Aguirretown,Texas,78371,4133580453087812,01/30,810,JCB
97,1,2,842.27,870521e4-50d9-4d37-9dea-a35686ccc497,2,Americano,Foie Gras,Pasta,Sorbet,842.27,16df1a7f-b818-43dc-a39c-7f31229d9c6e,Cynthia Richardson,martinezkim@example.com,396-786-2228,13524 Frederick Oval Apt. 108,West Lindatown,South Dakota,99189,5349725347479199,05/26,742,VISA
100,1,6,493.3,7cf72966-29c9-4448-a06a-801bc3385c11,6,Kir Royale,Foie Gras,Chicken,Pudding,493.3,d1053a4a-e152-4e2a-b357-e1826970fe07,Kevin May,sean97@example.com,348-293-4746 ext: 611,983 Rios Village Suite 331,Jacksonburgh,Michigan,12223,5199060516067471,09/29,212,VISA
101,1,3,327.7,4d09b1e7-2e06-42c4-a197-1614adc1f3ac,3,Champagne,Pate,Fish,Pudding,327.7,aabd35a6-6800-44ca-a37d-7eb71929d19c,John Cooper MD,julia53@example.com,677-378-9954 ext: 6047,362 Arias Pass Suite 088,Chelseaside,Kansas,75095,375012011446673,01/31,444,VISA
102,4,9,2238.2,24630379-868e-4f03-bbe0-2fd4dede06bb,3,Kir,Caviar,Duck,Sorbet,922.81,5a26dd27-832b-4f01-8ae6-16a66bf57e91,Daniel Stevens,dhunter@example.net,630-799-4389 ext: 9543,48662 Nicholson Brooks,Danielmouth,Kentucky,39475,346162213294094,02/29,186,VISA
102,4,9,2238.2,266decf4-eb32-4540-9d1e-e9c8a8c6d9e4,1,Kir,Smoked Salmon,Pizza,Pie,902.19,5a26dd27-832b-4f01-8ae6-16a66bf57e91,Daniel Stevens,dhunter@example.net,630-799-4389 ext: 9543,48662 Nicholson Brooks,Danielmouth,Kentucky,39475,346162213294094,02/29,186,VISA
102,4,9,2238.2,a4966339-9065-405d-986e-9a85afa25406,3,Negroni,Smoked Salmon,Steak,Cheesecake,303.99,5a26dd27-832b-4f01-8ae6-16a66bf57e91,Daniel Stevens,dhunter@example.net,630-799-4389 ext: 9543,48662 Nicholson Brooks,Danielmouth,Kentucky,39475,346162213294094,02/29,186,VISA
