order_id,customer_id,items,aperitifs,appetizers,entrees,desserts,total,total_orders,total_items,total_spent,customer_demographic_id,name,email,phone_number,address,city,state,zip_code,credit_card_number,credit_card_expires,credit_card_security_code,credit_card_provider
474d20f0-389e-4769-98ad-6669f16182d4,2323,8,Aperol Spritz,Crudites,Vegetarian,Cobbler,443.93,3,20,2187.48,2fc0024b-c2b0-4b5a-af27-a998693fe621,Andrew Washington,hodgescrystal@example.org,848-533-4580 ext: 219,66086 Lin Pike Suite 868,Olsonfort,Idaho,34796,30366285316393,04/25,5530,VISA
92ff5f6a-f745-408b-9efc-2d0d4b678de8,1837,6,Sherry,Cheese Plate,Vegetarian,Cheesecake,827.5,1,6,827.5,fc1ae2b9-1dd1-45eb-af81-29e9f432b5d4,Curtis Jimenez,umyers@example.net,528-458-1304,771 Allen Spurs,North Williammouth,Illinois,58217,676104262644,08/24,414,Maestro
5bbaa315-fb85-4301-b179-09f4859abd32,1314,4,Bellini,Charcuterie,Lamb,Ice Cream,950.97,3,22,1545.72,0cb21b28-3233-432a-bc05-8ea5e4435a36,Tiffany Welch,terrimckee@example.com,385-278-7507,1061 Young Alley Suite 468,Davidside,Louisiana,42338,3502702080969718,12/31,889,Maestro
6dce0271-1747-48b4-89d4-5465be872643,1314,9,Port,Cheese Plate,Steak,Chocolate,315.14,3,22,1545.72,0cb21b28-3233-432a-bc05-8ea5e4435a36,Tiffany Welch,terrimckee@example.com,385-278-7507,1061 Young Alley Suite 468,Davidside,Louisiana,42338,3502702080969718,12/31,889,Maestro
9ed6a4d4-aaff-4fcc-a84d-caa7b0592b3e,1314,9,Kir,Foie Gras,Vegetarian,Pie,279.61,3,22,1545.72,0cb21b28-3233-432a-bc05-8ea5e4435a36,Tiffany Welch,terrimckee@example.com,385-278-7507,1061 Young Alley Suite 468,Davidside,Louisiana,42338,3502702080969718,12/31,889,Maestro
3fd6ad7c-241c-43a8-864d-bb6604ccaaf7,9977,9,Sherry,Salad,Steak,Sorbet,423.6,1,9,423.6,4245b8a4-e09b-4b1a-b9f3-1c6f4dd8d1a0,Sharon Ruiz,robertrobles@example.net,861-538-4483,7792 Lee Island,Batesborough,Alaska,65748,4657341717419416,04/25,281,American Express
c5ce7e50-f7b1-4c97-8bc6-ab656d67f46a,9358,6,Kir Royale,Smoked Salmon,Pasta,Sorbet,690.58,1,6,690.58,8ff01a5b-45c1-478d-b6b1-7d3d850c9b57,Jessica Dean,jamescarson@example.net,,674 Mcclure Falls Apt. 748,Greenville,North Carolina,83692,575621101113,08/33,668,JCB
b005580e-3124-438e-8840-2cd505cab2d5,7897,5,Kir,Salad,Lamb,Sorbet,732.71,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
234122eb-6112-4aeb-b493-a317063a252b,7897,3,Vermouth,Smoked Salmon,Vegetarian,Sorbet,581.85,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
8f5dd3db-bde3-4995-9a91-5685d972d788,7897,5,Aperol Spritz,Caviar,Pork,Cookies,839.2,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
764508e0-9e6c-4dc3-8807-a9f70b23a8f9,7897,1,Americano,Crudites,Duck,Pudding,449.71,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
bbe22fa5-a0ac-46b1-a602-6a5005e55196,7897,8,Kir,Salad,Fish,Pudding,265.65,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
da667081-cb13-4aa1-9556-f1571fd53c3a,7897,4,Campari and Soda,Smoked Salmon,Lamb,Chocolate Cake,952.65,6,26,3821.77,9503395a-23e0-4ed2-9bf0-b91a97f080ed,Kim Patrick,hogankelly@example.net,291-791-6845 ext: 67262,1721 Matthew Center,North Bryce,Georgia,98759,3582419662726035,10/28,856,JCB
45f22cbd-8d5e-4812-9983-408490e4ad92,4593,2,Port,Pate,Fish,Cheesecake,792.42,2,5,1116.97,9da14a31-8844-4549-bb63-df5bc4fc616a,Cheryl Beasley,ywhite@example.com,746-548-9994 ext: 5615,3693 Berger Station Apt. 206,Fitzgeraldmouth,Connecticut,40363,,,,
1303c49c-749b-471d-aa74-6c4d35174ede,4593,3,Sherry,Smoked Salmon,Chicken,Sorbet,324.55,2,5,1116.97,9da14a31-8844-4549-bb63-df5bc4fc616a,Cheryl Beasley,ywhite@example.com,746-548-9994 ext: 5615,3693 Berger Station Apt. 206,Fitzgeraldmouth,Connecticut,40363,,,,
d7cfa684-33fa-463b-9b68-2b09803a31c1,8527,1,Champagne,Cheese Plate,Fish,Ice Cream,345.53,2,10,1329.51,249fea83-9df1-486a-9dc7-19cf52cab34b,Cheryl Klein,,,855 Jerry Extension,North Aaron,Wisconsin,80437,4716772409182353702,12/26,745,JCB
f60fbcc4-0017-4998-900c-6855068b0d88,8527,9,Port,Smoked Salmon,Lobster,Chocolate Cake,983.98,2,10,1329.51,249fea83-9df1-486a-9dc7-19cf52cab34b,Cheryl Klein,,,855 Jerry Extension,North Aaron,Wisconsin,80437,4716772409182353702,12/26,745,JCB
b9a20203-edda-4241-819f-417cfb7a98a3,8427,10,Kir,Crudites,Burger,Chocolate,272.24,1,10,272.24,1a5b6b0e-96b1-4695-afb9-b88253e0d452,Diana Cox,bobbyharrison@example.org,757-811-8710,361 Finley Creek,Medinaborough,Illinois,56560,4039247254901540120,11/28,539,VISA
8cebfae7-3e2f-464c-8424-2db900220226,6216,10,Americano,Oysters,Burger,Ice Cream,553.59,2,20,1473.51,4b6e5ecc-9dcc-48f3-87cd-02e047f5b51b,Christopher Perkins,scottcallahan@example.org,313-776-0500,8440 Espinoza Squares Apt. 260,Jamesfurt,California,92516,4969640898975237251,03/30,707,JCB
318f50d3-964d-438d-b9ff-2881b8b74bdc,6216,10,Kir,Charcuterie,Vegetarian,Pie,919.92,2,20,1473.51,4b6e5ecc-9dcc-48f3-87cd-02e047f5b51b,Christopher Perkins,scottcallahan@example.org,313-776-0500,8440 Espinoza Squares Apt. 260,Jamesfurt,California,92516,4969640898975237251,03/30,707,JCB
fede4661-a000-4c8a-a0d8-c670011425e0,5305,2,Americano,Pate,Fish,Creme Brulee,581.53,2,12,1156.1,726c6369-fe5d-485a-8836-9eca8c938530,Robert Fleming,jeremy49@example.com,821-715-7926 ext: 390,574 Michael Ridge,North Kylie,Oregon,76909,4401024298999811,12/25,133,VISA
ff7a8e8e-c29c-422e-a5d1-1f4a8ddc166f,5305,10,Port,Oysters,Vegetarian,Sorbet,574.57,2,12,1156.1,726c6369-fe5d-485a-8836-9eca8c938530,Robert Fleming,jeremy49@example.com,821-715-7926 ext: 390,574 Michael Ridge,North Kylie,Oregon,76909,4401024298999811,12/25,133,VISA
ce0099c4-bd9d-4e02-ba91-194062149332,23,7,Port,Soup,Duck,Tiramisu,410.09,1,7,410.09,752c2e94-3ebb-45ab-8bff-62753b525819,Travis Peck,shelia38@example.org,704-986-7259 ext: 2239,3472 Gutierrez Key,Phillipsstad,California,11282,213106182744548,04/24,446,JCB
77813559-2195-4a12-8368-bba570e77a57,7196,3,Kir,Foie Gras,Vegetarian,Cobbler,527.52,2,12,1238.31,11f7215c-0411-455c-8855-2c90639a1aca,Bianca Harris,amberpope@example.org,895-418-1404 ext: 96025,9364 Faith Ports Suite 324,North Daniel,Nebraska,43792,4959918825566,09/24,840,JCB
9bd8516a-4b9d-4d7b-a363-c4a956688524,7196,9,Champagne,Charcuterie,Lamb,Cookies,710.79,2,12,1238.31,11f7215c-0411-455c-8855-2c90639a1aca,Bianca Harris,amberpope@example.org,895-418-1404 ext: 96025,9364 Faith Ports Suite 324,North Daniel,Nebraska,43792,4959918825566,09/24,840,JCB
2c076455-6f75-499c-9929-49172702f199,6195,3,Negroni,Smoked Salmon,Pork,Cobbler,384.3,2,4,1034.55,c9cd6bf1-cf2b-47b8-b98a-5ba572529f50,Adriana Barton,cody83@example.net,354-211-3319,918 Elizabeth Path,East Tracy,Michigan,78326,30567161962388,10/30,8716,Discover
81ecffda-a178-4d6d-81fb-5cad49ac67e6,6195,1,Vermouth,Salad,Vegetarian,Cheesecake,650.25,2,4,1034.55,c9cd6bf1-cf2b-47b8-b98a-5ba572529f50,Adriana Barton,cody83@example.net,354-211-3319,918 Elizabeth Path,East Tracy,Michigan,78326,30567161962388,10/30,8716,Discover
69446b1b-1e63-4704-95ff-4ccaa3aa2b6f,9005,2,Port,Caviar,Vegetarian,Pie,159.5,1,2,159.5,72c090d6-8ef0-4418-aa6a-0fa89716197d,Kevin Young,ecannon@example.org,699-425-1013 ext: 6775,76178 Case Knoll Suite 582,Susanland,Alabama,33439,4613943544467360,05/24,832,JCB
377b665d-ee50-4107-8c75-fbe0d620237f,6919,6,Aperol Spritz,Oysters,Vegetarian,Cookies,635.75,2,16,1421.31,ab3948b9-bc9e-400e-b473-efb2d9410806,Bryce Oliver,archermorgan@example.net,807-761-8897 ext: 3139,5789 Heather Island,Lake Cynthiaborough,Delaware,46508,4819929000420213461,02/25,031,JCB
6a8934d1-dc89-4a2f-8a9c-88cdc079d007,6919,10,Kir Royale,Crudites,Chicken,Tiramisu,785.56,2,16,1421.31,ab3948b9-bc9e-400e-b473-efb2d9410806,Bryce Oliver,archermorgan@example.net,807-761-8897 ext: 3139,5789 Heather Island,Lake Cynthiaborough,Delaware,46508,4819929000420213461,02/25,031,JCB
12733f7b-10f4-46a7-bed6-1054cd8794ef,3879,1,Port,Soup,Steak,Pudding,644.76,1,1,644.76,6828f540-40ca-4c3a-9f20-de54d791d867,Jason Schmidt,,890-217-9206 ext: 0237,031 Brandy Haven,Clarkview,North Dakota,64149,6524035005808498,07/30,365,Diners Club / Carte Blanche
76ce35b6-dda4-48a8-b2e2-7f5d49c3f0a3,6998,7,Port,Caviar,Vegetarian,Chocolate,189.23,2,14,782.6700000000001,7a2063dc-28df-466e-9e89-e68daf1dfabe,Helen Moyer,,812-205-2761 ext: 5511,49921 Joel Common Suite 185,Jonesview,South Carolina,41768,4463991677308879461,11/33,866,VISA
5bae1778-5cc4-4c6c-9648-db159f19dc47,6998,7,Champagne,Soup,Steak,Tiramisu,593.44,2,14,782.6700000000001,7a2063dc-28df-466e-9e89-e68daf1dfabe,Helen Moyer,,812-205-2761 ext: 5511,49921 Joel Common Suite 185,Jonesview,South Carolina,41768,4463991677308879461,11/33,866,VISA
9b7a713f-74bb-47e1-b47b-d02c6332fe80,5091,10,Campari and Soda,Pate,Steak,Ice Cream,893.16,3,16,1958.49,9f4cda24-be39-40db-9b84-c7b9b23226dc,James Bates,fcontreras@example.com,276-790-6749 ext: 249,02106 Lewis Street Suite 016,Amberside,Louisiana,71614,4591146792444661,05/31,392,VISA
f85c3075-a180-4419-8b26-22f09168b20f,5091,1,Bellini,Oysters,Chicken,Chocolate Cake,950.85,3,16,1958.49,9f4cda24-be39-40db-9b84-c7b9b23226dc,James Bates,fcontreras@example.com,276-790-6749 ext: 249,02106 Lewis Street Suite 016,Amberside,Louisiana,71614,4591146792444661,05/31,392,VISA
acef7bfe-1419-45ba-a20c-f6ba43c9f33c,5091,5,Negroni,Pate,Steak,Pudding,114.48,3,16,1958.49,9f4cda24-be39-40db-9b84-c7b9b23226dc,James Bates,fcontreras@example.com,276-790-6749 ext: 249,02106 Lewis Street Suite 016,Amberside,Louisiana,71614,4591146792444661,05/31,392,VISA
af19864a-b9f4-488a-a23c-fb5db7f377db,1295,2,Champagne,Oysters,Fish,Sorbet,995.36,3,9,2601.31,b5d29702-8047-4459-b9b9-fd86425adb50,Victoria Payne,xlandry@example.org,712-728-5482 ext: 318,8209 Sherry Streets,South Scottfurt,Montana,46104,4908727478315859,12/24,730,JCB
f8ae03fc-04f2-4f60-9b3c-573c76d1eb66,1295,6,Port,Escargot,Lobster,Chocolate,891.56,3,9,2601.31,b5d29702-8047-4459-b9b9-fd86425adb50,Victoria Payne,xlandry@example.org,712-728-5482 ext: 318,8209 Sherry Streets,South Scottfurt,Montana,46104,4908727478315859,12/24,730,JCB
05616475-1866-44e5-a7ed-ec93f287637c,1295,1,Aperol Spritz,Escargot,Steak,Tiramisu,714.39,3,9,2601.31,b5d29702-8047-4459-b9b9-fd86425adb50,Victoria Payne,xlandry@example.org,712-728-5482 ext: 318,8209 Sherry Streets,South Scottfurt,Montana,46104,4908727478315859,12/24,730,JCB
d9448c89-1469-4436-92ba-f077e5f2a914,6973,6,Bellini,Oysters,Chicken,Sorbet,667.16,3,20,1628.8,54c42195-c5c4-4805-ad1f-ae19b81edba7,Yolanda Walsh,martinjuan@example.org,351-414-5075 ext: 3505,959 Johnson Summit,Evelynberg,Mississippi,56624,4616749465584795,12/27,278,JCB
ec3160e2-91e4-4b2f-8aa6-0188f12a465b,6973,7,Kir Royale,Crudites,Chicken,Cookies,184.19,3,20,1628.8,54c42195-c5c4-4805-ad1f-ae19b81edba7,Yolanda Walsh,martinjuan@example.org,351-414-5075 ext: 3505,959 Johnson Summit,Evelynberg,Mississippi,56624,4616749465584795,12/27,278,JCB
6c6dd885-b0a2-4657-91a9-90c985f367bc,6973,7,Campari and Soda,Crudites,Burger,Ice Cream,777.45,3,20,1628.8,54c42195-c5c4-4805-ad1f-ae19b81edba7,Yolanda Walsh,martinjuan@example.org,351-414-5075 ext: 3505,959 Johnson Summit,Evelynberg,Mississippi,56624,4616749465584795,12/27,278,JCB
ee98afbc-7fad-4b5b-992f-98de3b2c19e0,146,5,Americano,Cheese Plate,Burger,Cheesecake,107.5,2,7,330.35,eda13e69-2a88-43f2-8c0a-a2b0d8d0254d,Jessica Bullock,abigail66@example.org,235-510-0279 ext: 64833,25559 Brenda View,North Sarahstad,Vermont,25966,4471877965001012,06/28,673,VISA
1bdc5bd2-3d0c-47a5-bca3-7aea06b82fe7,146,2,Americano,Caviar,Fish,Cheesecake,222.85,2,7,330.35,eda13e69-2a88-43f2-8c0a-a2b0d8d0254d,Jessica Bullock,abigail66@example.org,235-510-0279 ext: 64833,25559 Brenda View,North Sarahstad,Vermont,25966,4471877965001012,06/28,673,VISA
3cef3c5e-6747-4fc5-9223-28decf62936c,2101,1,Kir Royale,Pate,Steak,Cheesecake,867.14,4,13,1908.85,c5812d75-f4c9-4830-9091-97335bd7ea78,Marcus Friedman,robinsonpatty@example.com,416-780-1022 ext: 64364,7493 Cobb Lodge,Katherineborough,New York,25586,4854403967629754861,10/26,937,JCB
97aa8f9b-72a4-44d4-a24d-0125f6c2cca1,2101,6,Americano,Salad,Pasta,Sorbet,269.68,4,13,1908.85,c5812d75-f4c9-4830-9091-97335bd7ea78,Marcus Friedman,robinsonpatty@example.com,416-780-1022 ext: 64364,7493 Cobb Lodge,Katherineborough,New York,25586,4854403967629754861,10/26,937,JCB
7ac894b5-6585-44ef-868d-f7b73c55106e,2101,5,Kir,Pate,Vegetarian,Creme Brulee,284.07,4,13,1908.85,c5812d75-f4c9-4830-9091-97335bd7ea78,Marcus Friedman,robinsonpatty@example.com,416-780-1022 ext: 64364,7493 Cobb Lodge,Katherineborough,New York,25586,4854403967629754861,10/26,937,JCB
67ff8c40-05f2-49b5-ac15-82a69782987d,2101,1,Vermouth,Soup,Vegetarian,Chocolate Cake,487.96,4,13,1908.85,c5812d75-f4c9-4830-9091-97335bd7ea78,Marcus Friedman,robinsonpatty@example.com,416-780-1022 ext: 64364,7493 Cobb Lodge,Katherineborough,New York,25586,4854403967629754861,10/26,937,JCB
0f578f6b-aad7-48bf-93ad-818b21d26153,8,6,Sherry,Pate,Chicken,Pudding,375.53,2,16,780.8399999999999,5c3e2f42-066e-49bb-95c4-32bee4d63f1a,Tara Wright,richardsisaac@example.com,889-529-5982 ext: 7535,3921 Yates Glens Apt. 828,Lake Jimmy,Oklahoma,75654,4654180978373303154,05/32,256,JCB
1b3dbad2-0bbf-4251-a605-869a14d891b4,8,10,Champagne,Foie Gras,Lobster,Creme Brulee,405.31,2,16,780.8399999999999,5c3e2f42-066e-49bb-95c4-32bee4d63f1a,Tara Wright,richardsisaac@example.com,889-529-5982 ext: 7535,3921 Yates Glens Apt. 828,Lake Jimmy,Oklahoma,75654,4654180978373303154,05/32,256,JCB
1e8ca8c4-d857-48d4-9c39-4ae0ed174a56,5572,2,Americano,Pate,Pasta,Chocolate,671.65,1,2,671.65,e92f0ef3-5e11-4f49-900b-b986c3a5bcff,Dakota Tate,hholt@example.net,,297 Jordan Summit,Harrismouth,Texas,61552,180094759497832,05/30,6245,Maestro
3f932aa6-679b-4fb8-8d81-ef1f5993e1d9,990,5,Vermouth,Crudites,Chicken,Pudding,766.33,2,13,1633.79,9095598c-2236-4188-a9c0-51a2f87aab68,Brian Wu,sallybrown@example.org,415-385-0596,65411 Miller Station Suite 440,North Tanyafort,Rhode Island,39946,6011538360411584,11/24,656,Maestro
ba3b3cf0-3f16-4502-8320-7d5ba964efb7,990,8,Campari and Soda,Foie Gras,Lamb,Cookies,867.46,2,13,1633.79,9095598c-2236-4188-a9c0-51a2f87aab68,Brian Wu,sallybrown@example.org,415-385-0596,65411 Miller Station Suite 440,North Tanyafort,Rhode Island,39946,6011538360411584,11/24,656,Maestro
f4887c34-fcd2-45ce-8574-4368ec12dec2,8680,1,Aperol Spritz,Salad,Pasta,Sorbet,967.1,1,1,967.1,4f3a3d47-cfa7-43ef-8e73-8b5b66d34233,Brandon Davis,smithmichaela@example.com,981-587-8883 ext: 90080,93581 Hall Harbor Apt. 424,Williamberg,Illinois,33758,180014841107082,05/26,892,Discover
9b6e290a-60e3-4d4b-851a-cb464133ac61,5329,2,Bellini,Escargot,Vegetarian,Creme Brulee,540.27,1,2,540.27,060b0011-1d42-4ac0-87c6-e489be28bc12,Dennis Santiago,romeroshane@example.net,749-477-1752 ext: 89165,299 Alyssa Walk,Taylorport,Utah,13351,675968602341,09/32,174,JCB
ea75e820-6de9-45e5-8c08-eb955ad5bef0,7202,6,Port,Charcuterie,Lobster,Chocolate Cake,543.52,3,13,1969.51,ac84830a-97ac-4c54-ac65-32c19b020e55,Brandon Hernandez,robertmckenzie@example.com,,78075 Lydia Point Apt. 850,Stevenburgh,New York,78752,6011796262031583,07/25,866,Diners Club / Carte Blanche
b53d5a5b-eb00-441c-8afb-c12a8b05ed40,7202,6,Sherry,Foie Gras,Lobster,Cheesecake,726.33,3,13,1969.51,ac84830a-97ac-4c54-ac65-32c19b020e55,Brandon Hernandez,robertmckenzie@example.com,,78075 Lydia Point Apt. 850,Stevenburgh,New York,78752,6011796262031583,07/25,866,Diners Club / Carte Blanche
54f1f259-0094-48fe-a793-ccb392b8bab0,7202,1,Kir,Salad,Steak,Pie,699.66,3,13,1969.51,ac84830a-97ac-4c54-ac65-32c19b020e55,Brandon Hernandez,robertmckenzie@example.com,,78075 Lydia Point Apt. 850,Stevenburgh,New York,78752,6011796262031583,07/25,866,Diners Club / Carte Blanche
430bba88-065e-4730-9fcb-618fafe19189,2201,4,Bellini,Cheese Plate,Pork,Cobbler,853.97,2,6,1842.5900000000001,5fc8db6c-24d0-4fbb-87d1-9f8792ed6051,Brett Harris,darrell59@example.org,629-342-7212 ext: 2136,48107 Michael Fall,Coreybury,Colorado,74409,3545842165837502,01/27,343,VISA
3528ab1a-42f9-4bad-9796-76af33063e60,2201,2,Americano,Escargot,Fish,Tiramisu,988.62,2,6,1842.5900000000001,5fc8db6c-24d0-4fbb-87d1-9f8792ed6051,Brett Harris,darrell59@example.org,629-342-7212 ext: 2136,48107 Michael Fall,Coreybury,Colorado,74409,3545842165837502,01/27,343,VISA
07b5ae9a-0859-489b-a2cd-7fc3db34230c,8917,5,Kir,Pate,Lamb,Tiramisu,139.63,3,21,1600.3600000000001,d99cb80a-3533-4865-aa6a-3c753e995b44,Samantha Diaz,mlee@example.net,239-819-5436 ext: 113,9759 Jacqueline Prairie,Lake Robert,Delaware,07493,213190819061013,07/28,871,American Express
ebd5f4e0-19ed-49c5-9fd5-d25f4185b8a5,8917,8,Kir Royale,Smoked Salmon,Pork,Cheesecake,722.88,3,21,1600.3600000000001,d99cb80a-3533-4865-aa6a-3c753e995b44,Samantha Diaz,mlee@example.net,239-819-5436 ext: 113,9759 Jacqueline Prairie,Lake Robert,Delaware,07493,213190819061013,07/28,871,American Express
8f427beb-635f-4682-8566-532783e437ea,8917,8,Negroni,Escargot,Vegetarian,Creme Brulee,737.85,3,21,1600.3600000000001,d99cb80a-3533-4865-aa6a-3c753e995b44,Samantha Diaz,mlee@example.net,239-819-5436 ext: 113,9759 Jacqueline Prairie,Lake Robert,Delaware,07493,213190819061013,07/28,871,American Express
dacc7035-5c99-46d1-b181-0f9234c90310,880,5,Sherry,Salad,Burger,Chocolate,329.25,1,5,329.25,e71b6eb7-0dee-41a8-a1d5-5e5c45a42c98,Angela Holland,claytonmatthew@example.net,,595 Martin Centers,Heathshire,Maine,03065,3580076318642255,04/29,432,JCB
a189f869-8d74-4d1d-85ea-9c7608e9a739,1462,7,Americano,Oysters,Lamb,Sorbet,784.87,3,11,1685.6,46712b78-5933-41e7-a76a-7168cdcc9f68,Gina Morgan,christopher80@example.net,431-316-5614 ext: 556,2358 Johnson Prairie Suite 928,Davismouth,Texas,34340,6011980507593876,07/24,380,JCB
5715c870-7ab2-4782-8c95-7e955a8ee9c7,1462,2,Vermouth,Oysters,Burger,Tiramisu,159.44,3,11,1685.6,46712b78-5933-41e7-a76a-7168cdcc9f68,Gina Morgan,christopher80@example.net,431-316-5614 ext: 556,2358 Johnson Prairie Suite 928,Davismouth,Texas,34340,6011980507593876,07/24,380,JCB
7f816d19-6b14-44ac-a238-fa1f3154b127,1462,2,Kir,Foie Gras,Vegetarian,Cookies,741.29,3,11,1685.6,46712b78-5933-41e7-a76a-7168cdcc9f68,Gina Morgan,christopher80@example.net,431-316-5614 ext: 556,2358 Johnson Prairie Suite 928,Davismouth,Texas,34340,6011980507593876,07/24,380,JCB
fa3e095e-666c-42c7-9f2c-902234f7c0e2,755,9,Champagne,Escargot,Pork,Ice Cream,753.63,1,9,753.63,cf93914d-7fda-45c6-91f4-b1a0ffce5cd8,Thomas Booker,dennisbennett@example.org,204-856-7532 ext: 63195,37220 Kevin Village Apt. 523,Tylerville,Indiana,67945,180014186332899,08/30,976,JCB
818688ab-8773-4d89-9931-b3e77421bc69,470,7,Kir Royale,Smoked Salmon,Chicken,Pie,593.22,1,7,593.22,1b72ae29-b8a4-406e-a483-120af1ef85e8,Jeffrey Rogers,wagnerjames@example.com,,9602 Hanson Pike Suite 003,East Ericport,Mississippi,90545,3512241384095696,07/33,108,JCB
e5e4031b-70af-49b9-a6ef-f7facdf81f23,4838,3,Americano,Smoked Salmon,Burger,Chocolate,235.42,6,33,3167.8599999999997,e11e6f54-d682-45a6-9111-76c36caa3a67,Whitney Frye,joshua80@example.com,401-341-6523 ext: 401,285 Melissa Parkway Apt. 456,South Michele,Ohio,87969,4388274523399655609,05/28,713,JCB
bc775af7-84d2-4d02-aede-8b79f8c9daa1,4838,6,Port,Pate,Lamb,Sorbet,590.52,6,33,3167.8599999999997,e11e6f54-d682-45a6-9111-76c36caa3a67,Whitney Frye,joshua80@example.com,401-341-6523 ext: 401,285 Melissa Parkway Apt. 456,South Michele,Ohio,87969,4388274523399655609,05/28,713,JCB
4dcfe57f-fea7-435b-b923-6389d80f0afc,4838,1,Kir Royale,Caviar,Lamb,Chocolate Cake,699.17,6,33,3167.8599999999997,e11e6f54-d682-45a6-9111-76c36caa3a67,Whitney Frye,joshua80@example.com,401-341-6523 ext: 401,285 Melissa Parkway Apt. 456,South Michele,Ohio,87969,4388274523399655609,05/28,713,JCB
